cell_line,2-aminoadipate,3-phosphoglycerate,alpha-glycerophosphate,4-pyridoxate,aconitate,adenine,adipate,alpha-ketoglutarate,AMP,citrate,isocitrate,CMP,cystathionine,cytidine,dCMP,DHAP/glyceraldehyde 3P,erythrose-4-phosphate,F1P/F6P/G1P/G6P,hexoses (HILIC neg),fumarate/maleate/alpha-ketoisovalerate,glucuronate,glutathione oxidized,glutathione reduced,GMP,guanosine,hippurate,hypoxanthine,inosine,kynurenine,lactate,lactose,malate,NAD,NADP,oxalate,pantothenate,PEP,ribose-5-P/ribulose5-P,sorbitol,succinate/methylmalonate,sucrose,thymine,UMP,UDP-galactose/UDP-glucose,uracil,urate,uridine,xanthine,taurocholate,glycodeoxycholate/glycochenodeoxycholate,taurodeoxycholate/taurochenodeoxycholate,phosphocreatine,3-methyladipate/pimelate,6-phosphogluconate,alpha-hydroxybutyrate,2-hydroxyglutarate,inositol,malondialdehyde,glycine,alanine,serine,threonine,methionine,aspartate,glutamate,asparagine,glutamine,histidine,arginine,lysine,valine,leucine,isoleucine,phenylalanine,tyrosine,tryptophan,proline,cis/trans-hydroxyproline,ornithine,citrulline,taurine,5-HIAA,serotonin,GABA,acetylglycine,dimethylglycine,homocysteine,SDMA/ADMA,NMMA,allantoin,anthranilic acid,kynurenic acid,5-adenosylhomocysteine,carnosine,N-carbamoyl-beta-alanine,thiamine,niacinamide,betaine,choline,alpha-glycerophosphocholine,acetylcholine,creatine,creatinine,thyroxine,trimethylamine-N-oxide,hexoses (HILIC pos),adenosine,thymidine,xanthosine,2-deoxyadenosine,2-deoxycytidine,cAMP,cotinine,pipecolic acid,pyroglutamic acid,1-methylnicotinamide,butyrobetaine,putrescine,methionine sulfoxide,carnitine,acetylcarnitine,propionylcarnitine,malonylcarnitine,butyrylcarnitine/isobutyrylcarnitine,valerylcarnitine/isovalerylcarnitine/2-methylbutyroylcarnitine,hexanoylcarnitine,heptanoylcarnitine,lauroylcarnitine,myristoylcarnitine,palmitoylcarnitine,stearoylcarnitine,oleylcarnitine,arachidonyl_carnitine,sarcosine,beta-alanine,anserine,C14:0 LPC,C16:1 LPC,C16:0 LPC,C18:2 LPC,C18:1 LPC,C18:0 LPC,C20:4 LPC,C20:3 LPC,C22:6 LPC,C16:0 LPE,C18:1 LPE,C18:0 LPE,C20:4 LPE,C22:6 LPE,C32:2 PC,C32:1 PC,C32:0 PC,C34:4 PC,C34:3 PC,C34:2 PC,C34:1 PC,C36:4 PC-A,C36:4 PC-B,C36:3 PC,C36:2 PC,C36:1 PC,C38:6 PC,C38:5 PC,C38:4 PC,C38:2 PC,C40:6 PC,C14:0 SM,C16:1 SM,C16:0 SM,C18:2 SM,C18:1 SM,C18:0 SM,C22:1 SM,C22:0 SM,C24:1 SM,C24:0 SM,C34:2 DAG,C34:1 DAG,C36:2 DAG,C36:1 DAG,C14:0 CE,C16:1 CE,C16:0 CE,C18:3 CE,C18:2 CE,C18:1 CE,C18:0 CE,C20:5 CE,C20:4 CE,C20:3 CE,C22:6 CE,C46:2 TAG,C46:1 TAG,C46:0 TAG,C48:3 TAG,C48:2 TAG,C48:1 TAG,C48:0 TAG,C50:3 TAG,C50:2 TAG,C50:1 TAG,C50:0 TAG,C52:5 TAG,C52:4 TAG,C52:3 TAG,C52:2 TAG,C52:1 TAG,C54:7 TAG,C54:6 TAG,C54:5 TAG,C54:4 TAG,C54:3 TAG,C54:2 TAG,C54:1 TAG,C56:8 TAG,C56:7 TAG,C56:6 TAG,C56:5 TAG,C56:4 TAG,C56:3 TAG,C56:2 TAG,C58:8 TAG,C58:7 TAG,C58:6 TAG
UACC62,5.7559793,6.2310101,6.0721791,5.8269981,5.9191186,5.8107959,5.2944671,6.1311384,5.8583862,5.8473639,5.8601688,5.9320629,5.6757637,6.007434,6.3019235,6.5932872,5.9927599,5.8653463,5.7943966,6.0170067,5.8839763,5.7696414,5.8781793,5.3835548,6.2694754,5.7297838,4.8479966,5.9887836,5.9599773,5.9925386,5.9160517,5.9786255,5.7058512,6.0133067,5.8720969,5.9795549,6.1438113,6.127948,5.8581864,5.5792409,5.8540439,5.7263537,5.7802627,6.2338624,6.0225468,6.0342285,5.6373171,5.9843437,6.6191267,5.5352691,5.8683815,6.2702298,5.9454553,6.6285807,5.6608593,5.9479025,6.3312449,5.8858458,5.5669154,5.5299977,5.7863691,5.5562895,5.7155209,5.7772135,5.8812083,6.0543673,5.5540589,5.6541643,5.9304462,5.6653595,5.572334,5.7547805,5.7786693,5.6452909,5.6907002,5.69856,5.8524722,6.03146,6.1596685,5.9716673,5.8615307,5.8407986,5.9105143,5.538364,5.6955662,6.1973012,6.3164297,5.7973757,5.5518063,5.8389124,5.9729595,6.1816991,6.0717839,5.8559983,6.1330743,5.524838,5.4983258,5.8001876,5.994365,6.1400003,4.4367933,6.3566368,5.9620447,5.7050009,5.8363275,5.2854328,5.3166511,5.8110976,5.797469,5.145732,6.6464807,6.0818888,5.5789619,5.9016404,5.9523233,6.8658123,5.9236889,5.3103104,5.7468335,5.9872773,6.1303652,5.97253,6.2717474,5.5649356,6.0440018,5.6357202,5.9410214,5.8639825,5.6180343,5.5147573,5.3237475,5.3985851,5.852499,5.6413469,5.8680262,5.9206237,6.1779363,5.783115,6.0821438,5.8880897,5.8619531,6.0227306,5.8832874,5.9707196,5.7960154,6.394487,6.0651088,6.2747002,5.9749052,5.7623092,5.6998451,5.8878195,6.0769066,5.8325422,5.8320373,5.8022879,5.8880664,5.7180013,5.7781892,5.6840996,5.8665521,5.9519948,5.7493737,5.6383303,5.7437864,5.8303001,5.56294,5.8342968,5.9571528,5.870722,5.9290435,6.4279444,6.6054643,5.7299597,5.8416156,5.8648359,5.8969915,6.8834567,6.3785847,6.1173652,6.2004053,6.1944658,5.8058294,6.0623086,5.6958813,5.6846321,5.8805374,6.0611413,5.8477309,5.8571273,5.7787994,5.9167758,6.3449133,6.5258989,6.7245582,6.2727333,6.2436088,6.524131,6.8831221,6.0225216,6.2642338,6.458591,6.8707934,5.9203188,5.9100826,6.052277,6.2549924,6.5190635,5.7559601,5.8604925,5.967354,5.9174228,6.0698648,6.2978972,6.5245786,5.528583,5.6789264,5.9668217,5.8657752,5.9167451,6.0229481,6.3512115,5.6376364,5.6623852,6.0413427
KMS12BM,5.6535079,5.9113469,6.4947261,5.8510261,5.3725596,5.8857198,6.3105219,5.8171324,5.9260356,5.385866,5.2110905,5.735775,6.9067986,6.4194138,6.4958559,5.9802902,6.1091577,5.805935,5.8983484,6.0640652,5.7776822,5.529407,5.4603496,6.161926,6.527559,5.9054729,6.779021,5.8731757,5.5057013,5.5714734,5.2514123,5.7358569,5.8497993,5.3413082,6.4157615,5.9893645,5.9873417,5.6557881,5.9265241,5.7927217,5.6850329,5.8652038,5.781447,5.4327102,5.7742371,5.8839763,5.5249311,5.7061067,6.4544828,5.8144645,5.4023259,5.8591266,6.3188295,6.2677452,6.4029373,5.7631183,5.9271247,6.0398783,5.8783416,5.3888082,5.8894627,5.6018346,5.5172642,6.0616075,5.7557498,5.7793478,6.0274556,5.5585701,6.0146724,5.6216418,5.6206254,5.5421439,5.5243934,5.4763533,5.3483563,5.6114673,5.7768507,5.9357092,6.2661091,5.9892345,5.9764255,6.1797447,5.6735372,5.5943824,6.3204393,6.0358803,6.3928389,5.7167902,5.4353837,5.9036498,6.3329934,5.849773,5.7538586,5.9357922,5.3459762,5.4940328,5.7607076,5.9005813,6.0429672,6.1996349,6.6517292,6.1590747,5.7960616,5.7819249,6.2504927,5.8925346,5.648562,6.1137639,5.619425,6.3676153,5.2085499,5.9187318,6.4759787,5.4095268,5.5390472,4.0724474,5.6717935,6.3508359,5.7171335,5.8855741,5.6474989,5.9331,5.436461,5.4706322,5.1089503,5.9209488,6.099715,6.5087074,6.4059556,6.52212,6.301323,5.9983281,6.3086386,5.9230521,5.4402726,5.9198885,6.6810575,6.2839624,6.0936428,6.3009006,5.9545901,6.2591049,6.0512389,6.2551228,6.2249336,6.3807988,6.3284007,5.6530784,6.428204,6.7143825,5.7323459,5.9490657,5.9199134,6.1213325,5.8843695,5.7602106,5.7918053,6.4105199,6.5907191,5.968291,5.781587,5.4776154,6.4820472,6.5773629,6.372141,5.3420002,6.1705858,5.7340671,5.6670645,5.6819257,6.4471213,5.8181393,6.5544629,5.8227701,5.7526197,5.3327114,5.5008011,6.5712021,5.5448641,5.6768618,6.0890958,5.8689483,5.684117,5.4918089,5.6934549,5.5300359,5.5607425,5.79918,5.6835725,5.5107148,5.8439601,5.8596328,6.2102265,5.9974515,6.1140896,5.7692517,5.6740104,5.4826034,5.4196021,5.75162,5.4561139,5.5191154,5.8359093,6.273296,5.987518,5.6878917,5.7083077,5.8445237,6.1517069,6.525146,6.4329186,6.099695,5.868111,5.7552637,5.9905383,6.4312774,6.6756406,6.6120846,6.3844748,6.1566621,5.916219,5.8425998,6.9370142,6.607678,6.8629412
G402,5.8767245,6.1175006,5.6269708,5.7143187,5.9834361,6.0795221,5.8375487,5.8093338,5.8195407,5.7718145,5.840916,5.9747412,6.4477534,5.7346764,5.5223981,5.987207,6.0895357,5.8347446,6.0915216,5.696578,5.6615692,5.6127714,5.6299171,5.650902,5.6881111,5.8027198,5.5311395,5.7060022,5.3589058,5.5708314,5.8771867,5.7165797,5.6427299,5.9463482,5.6333572,5.4769883,6.4771635,5.6897684,5.7647828,5.8494685,5.9741308,6.2840291,5.7136253,5.8839763,6.1426713,6.0085682,5.5734998,6.0487901,5.8759976,6.3151164,4.0480987,5.888217,5.7952523,5.2104139,5.8040277,5.538747,5.8820909,5.611124,6.3994706,6.1914052,6.0364206,5.8664642,6.0130086,6.3183048,6.0353422,6.3347581,5.7694704,6.0052762,5.8070644,5.9555842,5.8697989,5.9322338,5.8842418,6.0778477,5.8935581,5.9434494,6.1064878,6.5777989,5.8285571,6.1191723,5.3205166,5.823049,5.7551785,5.8765927,5.7926525,5.8438488,5.8778342,5.9883013,5.7770258,5.856315,6.5579745,6.3886951,5.8507403,5.9319515,5.5571139,5.2182754,5.6139444,5.8913345,6.0855601,6.1287598,4.5009078,6.0452546,5.9383044,6.0285141,5.8317057,5.958528,4.241815,6.7461837,6.1091928,5.5227389,6.0857783,5.5619323,5.3029979,6.4014894,5.7408266,4.5104359,5.8665934,6.0663617,6.4843022,5.9527365,5.7744756,5.6760241,5.7410767,6.5750174,5.7007067,5.8382131,5.8054791,5.6800931,5.7743079,5.6267662,5.7078785,5.8127504,5.8134893,6.0495703,5.4826811,5.795101,5.7072606,5.8696771,5.7077836,5.6992211,5.7475895,5.5944946,5.8101256,5.677012,5.8271335,5.6654782,5.4782587,5.7637544,5.8597567,5.5446467,6.0612673,5.9034137,5.9484471,6.2019378,6.076701,5.9340868,5.833008,6.0762891,5.9869909,6.0116371,5.8752362,5.8527168,5.9702809,5.9908577,5.878095,5.8251365,5.9000437,5.8593755,5.8736241,5.7754812,5.9952929,5.9965558,5.8692443,5.92898,5.8477465,5.8441107,5.8466475,5.1619959,5.8899862,5.8589081,5.8035375,6.5297633,6.2142392,6.1975051,6.2517873,5.9981664,6.3294033,6.5333332,6.4701213,6.0342688,6.3346674,6.4671349,6.2686003,6.4212863,6.2328901,6.4925489,6.3413728,6.3276148,6.4385454,6.2873746,6.3049347,6.4191426,6.3496923,5.9758052,6.0282591,6.1610795,6.3441004,6.2515631,6.0063698,5.9343802,5.9707735,6.070733,6.1984611,6.1693242,6.2678208,5.7835009,5.867383,6.1720729,5.9649415,5.9354838,6.0535919,6.1484532,6.0075165,6.0150187,5.9032952
MOLM16,6.174213,5.6344821,6.4600469,6.1728403,5.5635846,6.6956567,6.13474,5.6487369,6.828944,5.5750226,5.7220382,6.3366729,7.0672991,7.0363465,5.7456691,5.4412403,5.9953249,5.4642523,5.6095008,5.9905477,5.7873664,5.8701197,5.9091339,6.4412506,6.4871689,6.0381465,6.8080754,6.5515906,6.3536225,5.6765498,5.0632413,6.0034894,5.7918591,6.0368831,6.4300588,6.7981429,5.7330435,5.1240061,5.6791287,5.9412517,5.7925949,6.4028871,6.6271133,5.632724,5.8303177,5.3482042,6.841136,5.5587948,5.9098921,6.1008128,5.6205833,5.8118155,6.3868028,6.4481483,6.0879278,5.4637802,6.198961,5.9678635,6.0428536,5.6821827,5.8504184,5.6676745,5.2422057,6.2291998,6.0306273,5.9411098,5.6937042,5.372333,5.6791411,5.3416302,5.363019,5.241878,5.217678,5.1640478,5.2101979,5.2941722,5.5603425,6.0984074,5.90707,5.6630879,5.6244826,6.3601582,6.5686155,6.1236576,5.7785182,5.4441494,6.4480899,5.6500588,5.4038199,5.6460625,6.2681438,5.1067886,6.0126225,5.5438986,5.7060216,5.0836987,5.6350741,5.6042711,6.1283635,6.1046314,4.7890493,5.7392745,5.6651612,5.6441151,6.1566684,5.5630856,5.900465,5.576387,5.8041523,5.5958682,6.7797342,5.840061,6.8345494,6.4207508,5.354301,4.699542,5.2162945,6.4204117,5.1662501,5.0405649,4.7477504,5.2762046,4.8570068,5.0319718,4.7604115,5.6320686,5.5378751,6.2479041,6.0051504,6.4649355,6.4341901,6.2228075,6.5571936,5.8839763,5.4435404,5.7875282,5.4250388,5.8538451,5.643559,6.0869473,5.4462127,5.9758967,5.6622285,6.0998224,5.7935549,6.062756,6.0738826,5.5447663,6.0264939,6.4665679,5.7033041,6.0728709,5.8582712,6.4604351,6.2112828,5.9590612,6.156133,6.2885842,6.5862989,6.326412,6.0194487,6.1016351,6.5028255,6.6059312,6.5275376,6.0569534,6.4237975,5.9559584,5.9545674,6.178089,6.00101,6.1770482,6.310237,6.1963648,5.9395333,6.0665339,6.1088661,5.9904766,5.6458029,6.0639384,5.8509899,6.0196667,5.7083028,5.6461547,5.9877658,5.6588896,5.5093515,5.6875455,5.6218179,5.5776688,6.1162444,5.8937594,6.1702239,5.6475614,5.9381593,5.1487349,5.5616883,5.2938353,5.3906489,5.6704926,5.2526218,5.2613716,5.6182818,5.8669926,5.787992,5.5044034,5.5888154,5.5812248,5.9159326,5.9421524,5.8971472,6.1008725,5.732575,5.6824777,5.3727006,6.1581358,6.0476171,6.2252639,6.146522,6.0653111,5.9269497,5.8541571,6.1507325,6.3523343,6.5434187
NCIH2122,5.7236319,6.0182034,5.4126881,5.426443,5.7936313,5.6790385,6.0618995,5.7656269,5.3931361,5.8547243,5.5557274,5.7248348,5.4075222,5.7133769,5.7404707,6.1312515,5.7269334,5.9004938,6.0296649,5.7085654,5.8010616,5.9515613,5.9296315,5.6571736,5.6037968,6.1622836,5.1833532,5.6129793,5.4344425,5.9526127,5.9785827,5.6810532,6.0539801,6.8408934,5.505863,5.9403709,5.9403071,5.8527576,5.9223972,5.9774828,6.316829,5.6841123,5.9979467,5.6850618,5.9971426,6.1023752,5.7244413,5.7087663,5.6685166,5.8434898,6.1432377,6.5109824,5.677609,5.8028131,5.7258353,5.518677,5.6766342,5.8403451,5.6753467,5.3424934,5.8486194,5.7188232,5.9536008,5.9200065,5.5815653,5.8901695,5.8167028,5.7961152,6.0056055,6.0846357,5.7680276,5.8982555,5.909118,5.9513982,5.983101,5.8694938,5.6503017,5.7329457,6.0077334,5.8249815,6.1588712,5.7812596,4.9930667,6.0841131,5.7418841,5.9841378,6.1621338,5.8469876,5.8932778,5.9834144,6.8692259,6.4041389,5.4824093,6.057535,6.1218973,6.0204315,6.1424726,5.927588,5.8155318,5.5954894,6.3271808,5.9561314,6.1625134,5.9275345,5.4631243,5.8702874,5.8568872,5.6542907,5.957479,6.0974837,5.2009957,5.5908491,5.2911333,6.3685616,5.9622399,6.4669396,5.7922148,6.0841096,6.0782848,5.6793247,5.9273617,6.0768149,5.7712116,6.0603948,5.5143364,5.7013925,5.674577,5.8379203,5.7024261,5.7229438,5.8186028,5.6609443,5.7654303,5.3835754,6.2620351,6.0229305,5.6555375,6.3464071,6.2815002,5.1935607,6.0837151,5.9473285,5.5393412,5.8210537,5.7105502,6.2954721,6.2724416,6.3297405,5.6998354,5.9734348,6.4443493,6.0588309,6.0510229,6.0223218,6.2113963,6.0699784,5.9087802,5.277366,5.7772109,5.8839763,5.9735632,5.8907556,5.5420894,5.7025357,5.6875082,5.7572999,5.4664133,5.941606,5.8400821,5.8665983,5.9976624,6.0973153,6.1708083,5.8647185,6.1083233,5.73941,6.1502189,6.1054483,6.3081207,6.0130662,5.9996768,6.1148144,6.1948171,6.1027725,5.9933133,5.9270068,6.1660678,6.3176106,5.7720669,5.8976155,6.051174,5.5863907,6.4347735,6.5370726,6.5666983,6.3855282,6.3768524,6.5310181,6.6323271,6.1121615,6.1807457,6.3435097,6.2678181,5.8836775,5.6454665,5.8353291,5.995767,6.0682107,5.673348,5.7980907,5.6872207,5.4735505,5.6483913,5.6987888,5.9812841,5.941741,5.6719384,5.6501315,5.646291,5.1326811,5.4341069,5.7142873,5.5048827,5.5144729,5.414994
A2780,6.118234,6.0895099,5.8366799,6.2376029,6.08695,6.0992311,5.4057612,6.533795,5.6400961,5.8235483,5.9292511,5.9925018,6.8480483,5.4713778,5.725478,5.8750702,6.17817,6.1863373,6.0918718,5.8155587,6.0398575,5.5372224,5.1635552,5.7560382,5.65819,6.3312754,5.1713513,6.0249027,6.0344608,6.1146096,6.3219822,5.7544695,5.4999148,6.0616594,5.3601365,5.4005057,6.1380905,5.9987898,6.1097515,6.0092184,6.2262476,6.0230717,5.786211,5.5892977,6.2089173,6.4552778,5.2589124,6.4919487,6.2226775,6.019334,6.7219274,6.3614333,5.8426762,5.5491848,5.8820175,6.0401027,6.1777111,6.3063575,5.9980381,6.1770077,6.2840616,5.7605305,6.154171,6.2381271,5.9759349,6.4152163,6.4134005,5.9315034,6.4369268,5.9986801,5.8418001,6.0481928,6.093904,5.9676777,6.0327868,6.013599,5.8671427,6.1813284,6.531016,6.5991214,5.5006192,6.1568396,6.4328823,5.6820894,6.2846017,6.6811566,6.1803954,6.2770682,6.453432,6.4269553,6.4466814,6.5533436,6.1022392,6.3596998,6.7383124,6.1405341,6.4058771,6.0084885,5.7199083,5.5332091,5.4232201,6.0103731,6.2514777,6.2821507,5.7267355,5.8561816,4.3340028,6.3926335,6.3726315,6.4765849,6.8139786,5.3190665,5.0836157,5.1065037,6.4917585,3.8587283,5.8698274,6.2583297,6.0536738,5.7461639,5.8839763,6.0524568,5.9309341,5.0904124,6.5345861,6.1742579,6.3528799,5.5350759,5.0762315,5.0774154,5.0096542,5.2339109,5.3659121,5.9336764,5.4743135,6.4408117,5.7035689,5.7716912,5.7778564,5.8311912,5.7037372,5.8956507,5.7353405,5.8345237,5.607846,5.2888393,5.4207608,5.7747602,5.3743627,5.5939988,5.6225496,5.604376,5.7519802,5.485696,5.4967394,5.6074996,5.5576202,5.7400644,5.5907459,5.6097845,5.6228603,5.4772056,5.611325,5.6644647,5.5806149,5.6858162,5.432928,5.6905611,5.6917956,5.6466528,5.916616,5.9191268,6.0504594,5.6060478,5.6735891,5.6898321,5.6019602,6.4286462,6.2046581,6.0217311,6.0215655,6.2150376,5.8928252,5.8364257,5.681314,5.6773384,5.9057834,6.2089338,5.7097626,5.7255122,5.9854719,6.2110184,5.63662,5.7921557,5.7920213,5.8669495,5.840385,5.9259411,5.914705,5.7955936,5.8795794,6.0830363,5.9740272,5.591362,5.7430101,5.8684738,5.8947687,5.8893307,5.6945128,5.6184707,5.7799358,5.7748337,5.8699877,5.9065644,6.0443244,5.2689266,5.921139,5.7243856,5.5019944,5.867105,5.9995521,6.2229698,5.7734776,5.624353,5.633711
EFM19,5.7013517,5.6989503,6.0870458,6.1434253,5.818466,5.5145142,5.7864224,5.7059484,5.8317059,5.7682436,5.7019375,5.8096903,5.1318472,6.1523155,5.9206501,5.77912,5.8627994,5.6660418,6.0156105,5.4162134,5.5772264,5.0941862,5.1373863,5.9825349,5.5371378,5.9078494,5.9137616,5.8400529,5.7116064,5.633259,5.3495286,5.3820763,5.2413497,5.3105511,5.9170596,5.8040415,5.5187271,5.6409849,5.9076766,6.1662172,5.7998212,6.0880694,5.8705892,5.2792174,5.9396966,4.2742105,6.3173289,5.9446521,5.9109457,5.730509,6.0686982,5.8428277,5.9543428,5.86571,5.8071386,5.4906979,5.6680463,5.660615,5.8206069,5.3595556,6.1435257,5.9750684,5.8983751,5.8174435,5.3640152,6.0555133,6.1289033,6.044798,6.1437033,6.001802,5.9116835,5.9052523,5.90107,5.8699643,5.8169733,5.8794077,5.7761832,6.0233623,6.0735168,6.0489964,5.8839763,5.7013119,5.9414049,4.618966,5.7554575,6.0198573,5.9406135,5.8723926,5.8340108,6.0536941,6.6515805,6.1564477,5.3939692,6.0857267,5.5244577,5.8611741,6.0689012,6.0999531,6.1107326,5.4020944,6.5207779,5.9043433,5.870225,6.0619101,6.0093742,6.0575686,5.7141117,6.3490739,5.902992,6.2048425,6.1792135,5.8364465,6.3916963,6.16081,5.9174917,4.7377722,5.9869937,5.3799287,6.1669594,5.8701443,5.9836236,5.679024,5.7518355,6.2656807,6.7932719,6.0985865,6.0126269,7.0224572,7.5465528,7.4695527,7.2253493,7.2587488,5.706425,6.2245414,5.353586,6.0711699,6.0786772,5.7885126,6.1842838,5.8670213,5.8952016,6.1156734,5.7664946,6.284676,5.8667487,5.3791085,5.3218816,5.4991551,5.9808018,5.7394766,5.934363,5.941794,4.9384978,5.9641831,5.3858042,5.7231283,5.8483123,5.8189534,6.0386079,5.7826211,5.6634302,5.668653,5.7785723,5.9054391,5.8291618,5.6364029,5.9547954,5.7072658,5.679175,5.3355084,5.8646713,5.8522197,5.4840392,5.6726387,5.6369976,5.561977,5.6120344,5.3619758,5.6204683,5.6860648,5.7183867,5.8801323,5.7335304,5.8282939,5.9810564,5.8567443,5.799208,6.0691149,5.7419505,5.7909583,5.7842311,5.4528277,6.8335422,6.2173288,6.1348097,6.8232689,6.699305,6.0311353,5.9396861,6.6367699,6.3345862,5.9106622,5.8718154,6.6467097,6.4802938,6.3127777,5.9726234,5.8178079,6.2526067,6.3635581,6.5328993,6.4054061,6.2831627,5.9425843,5.9012257,6.0225911,6.0988045,6.4425148,6.3245255,6.3904604,6.2968057,5.6123291,6.0666231,6.258526,6.3486506
OPM2,5.9530191,5.6801613,6.5758734,5.8486711,5.371863,6.0397316,5.783443,5.7264128,7.0883335,5.2577593,5.456025,7.0596412,6.6388192,7.0485521,5.9340653,5.6552428,5.8826541,5.4406064,4.7115317,5.9166407,5.7964985,5.4739255,5.8738957,6.80635,5.9257379,5.1462372,6.8941484,5.7394858,6.061279,5.7222273,5.6897593,5.9570706,6.0905923,5.676067,6.1643935,5.8528935,5.8805716,5.4776976,4.8675473,5.3969391,5.8839763,5.9560802,7.2123249,5.8520702,5.067293,5.4466966,6.7467888,4.7770851,6.0361471,5.4161659,5.5851277,4.4107615,5.8161743,6.0708412,6.1281505,6.175423,5.702453,5.9964368,5.9248133,5.894892,5.7704217,5.8904948,5.4765902,5.438408,6.1808182,5.9127009,5.6850958,5.2683121,5.316472,5.0719773,5.8741317,5.4802941,5.5049086,5.511581,5.4857156,5.5380402,5.9139873,5.8890028,5.4484296,5.5684756,5.507883,6.1062862,5.223024,5.1457572,6.1084064,5.4000467,6.178164,5.365142,5.2992405,5.3478051,5.9533776,4.6190017,5.683003,4.8745604,6.2191378,4.9903682,5.9923869,5.2878756,5.0915904,5.4323728,6.0100051,4.9754385,5.0244417,5.3203341,5.9765217,5.2494157,5.6957634,5.6248415,5.5908407,6.0605822,6.4893143,6.0385074,6.2291929,6.0431882,5.2601418,4.4731908,5.4596511,5.2377241,5.3505416,5.1910781,5.4489845,5.1307343,5.3468076,6.4221888,6.0520539,5.7192966,6.2066568,6.1571859,6.1155582,6.2529503,6.1570032,6.165267,6.044039,5.9833494,5.6708071,5.5076321,6.4145665,5.7598988,5.2508728,5.3119971,5.2618321,5.2599409,5.3775157,5.4303242,5.3352317,5.7664953,5.7405662,5.5760498,6.0955848,5.4834117,6.1143126,5.9800093,6.1435338,6.0316577,6.1373931,5.9599322,5.9549431,6.3106164,6.0277678,5.9853433,5.9154539,5.8022242,6.1177548,6.1047551,6.0254821,5.6517843,5.9868679,5.6636639,5.5682338,5.7765552,5.8538773,6.2522814,5.9913649,5.9680502,6.2317903,6.1035191,6.3358717,6.3610778,6.2356385,6.433027,6.2139091,5.5709023,5.267335,5.3328547,5.1570468,5.135456,5.1519923,5.280973,5.3839322,5.1041281,5.3694689,5.4755883,6.5464294,6.6525337,6.2902134,6.8556811,6.6090127,6.5807085,6.3839968,6.4472937,6.412623,6.4086483,6.2347712,6.4486023,6.2054089,6.1747134,6.2393125,6.2486018,6.6530125,6.4707179,6.4056239,6.0266741,6.0978433,6.2350809,6.4914447,6.2924827,6.6924401,6.4263412,6.2965642,5.6822001,5.8435501,6.188623,6.755389,6.5512082,6.3342365
NCIH1792,6.1024784,6.0021785,5.6668142,5.6541119,5.9097164,5.953206,5.9273075,5.9632438,5.9190001,5.9122782,5.9291511,5.7517418,5.7611297,5.8371143,5.9604192,6.3607209,5.868951,5.7435829,6.0934238,5.9944289,6.1148569,6.1768779,6.2438138,5.9800909,5.7826648,6.0884969,5.8484751,5.7701973,6.2362242,5.8572829,5.6524938,5.9112261,5.9146125,6.2061141,5.9415447,5.9770478,6.0080422,6.1884908,5.9028013,5.9791958,5.4404775,5.9228228,6.1056172,5.9623303,5.8193461,5.676981,5.9191831,6.1472978,5.5000997,6.1448259,6.2936547,6.3050117,5.9428972,5.8289015,5.8897244,5.6632878,5.9154508,5.773751,5.709718,5.2707444,6.1162387,5.8824,5.9519271,6.0024466,5.7908853,6.0011756,6.0299916,5.7454391,6.0729417,6.0276557,6.0138581,5.9192077,5.9084266,5.943068,5.9234876,5.9052239,5.8516573,6.3758661,6.0936164,6.1617748,6.0398428,5.9440209,5.909433,5.2374136,5.8652761,5.9117172,6.1764662,5.9123785,5.8358013,5.8958345,6.39894,5.6096428,6.1448174,6.0425013,6.6904273,5.9478198,5.8214633,5.8385497,5.9864865,6.5769001,6.1750807,6.0118632,5.8542218,5.7917377,5.2580876,6.0044097,6.0041315,5.7110056,6.0197456,5.7292801,5.9220581,5.8984396,5.4414795,6.3511383,6.0109515,7.3456906,5.6442076,5.819453,5.6420358,5.7621671,5.8427558,5.7598478,5.9611045,5.8185905,5.5788986,5.8839763,6.0707841,5.8089855,5.6475238,5.6278243,5.6622887,5.6897586,5.8485768,5.4583792,6.0482519,5.9604874,5.1814631,5.7541304,5.6280278,5.8854948,5.6693181,5.8679104,5.9570675,5.8601001,5.7387278,5.7758231,5.7745617,5.9164621,5.966317,5.9304805,5.3554456,5.6095972,5.8733719,5.6115744,5.8592616,5.623146,5.853454,5.7914491,5.6375096,5.8167098,5.8804453,6.0219302,5.8516003,5.7784806,5.8290549,5.8582855,5.9794533,5.8580729,5.8185362,5.8301453,5.7454281,5.8721447,5.8335435,5.8494476,5.7449636,5.9317147,6.0486122,6.4634874,5.7364508,5.6549781,6.0616486,5.7902653,5.6804914,5.6736205,5.898682,5.7442943,5.534216,5.1143984,5.7413329,5.7632003,5.6916444,5.5223794,6.3495405,6.0231332,5.7982732,5.9602852,5.7968852,5.9338647,6.0538303,5.7030247,5.859436,5.9456236,6.341374,5.6793604,5.7784496,5.8542017,5.9416746,6.1055674,5.6621832,5.4920343,5.6327853,5.8976795,6.0129746,6.2248401,6.6885142,6.079744,5.8533128,5.7525263,5.6717716,5.7049032,5.9274582,6.4303329,5.6729245,6.0077269,5.7101738
